option_strategy,sigma,strike_base,window_size_ratio,expire_period,Close price,Strike,Option gain,Option gain est,Loss percent,Loss std,Average loss,Loss expect,Profit daily %
CALL_ONLY,0.500,CLOSE_PRICE,2,5,172.620,175.395,95.500,60.402,46.111,268.828,293.009,135.110,-0.046
CALL_ONLY,0.500,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.500,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.500,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.500,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.500,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.500,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.500,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.500,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.500,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.500,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.500,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.700,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.700,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.700,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.700,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.700,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.700,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.700,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.700,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.700,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.700,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.700,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.700,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.500,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.500,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.500,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.500,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.500,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.500,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.500,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.500,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.500,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.500,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.500,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.500,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.700,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.700,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.700,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.700,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.700,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.700,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.700,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.700,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.700,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.700,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.700,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.700,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_OR_PUT,0.500,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_OR_PUT,0.500,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_OR_PUT,0.500,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_OR_PUT,0.500,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_OR_PUT,0.500,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_OR_PUT,0.500,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_OR_PUT,0.500,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_OR_PUT,0.500,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_OR_PUT,0.500,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
