option_strategy,sigma,strike_base,window_size_ratio,expire_period,Close price,Strike,Option gain,Option gain est,Loss percent,Loss std,Average loss,Loss expect,Profit daily %
CALL_ONLY,0.800,CLOSE_PRICE,2,5,172.620,177.059,0.000,0.000,3.889,5049.097,7884.812,306.632,-0.355
CALL_ONLY,0.800,CLOSE_PRICE,2,30,172.620,181.349,0.000,0.000,0.000,2697.024,3078.889,0.000,0.000
CALL_ONLY,0.800,CLOSE_PRICE,5,5,172.620,175.777,0.000,0.000,5.000,5225.559,8247.954,412.398,-0.478
CALL_ONLY,0.800,CLOSE_PRICE,5,30,172.620,181.640,0.000,0.000,0.000,5682.314,6683.088,0.000,0.000
CALL_ONLY,0.800,CLOSE_PRICE,8,5,172.620,175.868,0.000,0.000,3.889,5102.520,7325.591,284.884,-0.330
CALL_ONLY,0.800,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.800,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.800,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.800,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.800,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.800,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.800,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,0.900,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.000,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.000,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.000,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.000,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.000,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.000,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.000,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.000,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.000,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.000,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.000,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.000,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.100,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.100,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.100,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.100,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.100,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.100,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.100,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.100,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.100,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.100,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.100,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CALL_ONLY,1.100,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.800,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.800,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.800,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.800,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.800,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.800,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.800,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.800,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.800,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.800,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.800,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.800,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,0.900,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.000,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.000,CLOSE_PRICE,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.000,CLOSE_PRICE,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.000,CLOSE_PRICE,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.000,CLOSE_PRICE,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.000,CLOSE_PRICE,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.000,MOV_AVG,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.000,MOV_AVG,2,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.000,MOV_AVG,5,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.000,MOV_AVG,5,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.000,MOV_AVG,8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.000,MOV_AVG,8,30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUT_ONLY,1.100,CLOSE_PRICE,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
